Article_ID,Authors,Year,Title,Journal,Volume,Issue,Pages,DOI
SEE7TH55,"Cartes, JE; Fanelli, E; Lloris, D; Matallanas, J",2013,Effect of environmental variations on sharks and other top predators in the deep Mediterranean Sea over the last 60 years,CLIMATE RESEARCH,55,3,239-251,10.3354/cr01137
FR9W8W7U,"Bieberich, J; Muller, S; Feldhaar, H; Lauerer, M",2021,Invasive Impatiens glandulifera: A driver of changes in native vegetation?,ECOLOGY AND EVOLUTION,11,3,1320-1333,10.1002/ece3.7135
G34E3C8P,"Coutinho, ES; Barbosa, M; Beiroz, W; Mescolotti, DLC; Bonfim, JA; Berbara, RLL; Fernandes, GW",2019,Soil constraints for arbuscular mycorrhizal fungi spore community in degraded sites of rupestrian grassland: Implications for restoration,EUROPEAN JOURNAL OF SOIL BIOLOGY,90,NA,51-57,10.1016/j.ejsobi.2018.12.003
Q9UELMSV,"Geml, J; Semenova, TA; Morgado, LN; Welker, JM",2016,Changes in composition and abundance of functional groups of arctic fungi in response to long-term summer warming,BIOLOGY LETTERS,12,11,NA,10.1098/rsbl.2016.0503
IJTDK4HN,"Thorn, S; Werner, SAB; Wohlfahrt, J; Bassler, C; Seibold, S; Quillfeldt, P; Muller, J",2016,Response of bird assemblages to windstorm and salvage logging - Insights from analyses of functional guild and indicator species,ECOLOGICAL INDICATORS,65,NA,142-148,10.1016/j.ecolind.2015.06.033
8U7M4JUF,"Gastauer, M; Caldeira, CF; Ramos, SJ; Silva, DF; Siqueira, JO",2020,"Active rehabilitation of Amazonian sand mines converges soils, plant communities and environmental status to their predisturbance levels",LAND DEGRADATION & DEVELOPMENT,31,5,607-618,10.1002/ldr.3475
K29Y9CIU,"Prasad, AE",2009,Tree community change in a tropical dry forest: the role of roads and exotic plant invasion,ENVIRONMENTAL CONSERVATION,36,3,201-207,10.1017/S0376892909990257
9JPP6828,"SOMERFIELD, PJ; GEE, JM; WARWICK, RM",1994,Benthic Community Structure in Relation to an Instantaneous Discharge of Waste Water from a Tin Mine,MARINE POLLUTION BULLETIN,28,6,363-369,10.1016/0025-326X(94)90273-9
Z87MDPSC,"Marriott, SE; Cox, C; Amolo, RC; Apistar, D; Mancao, RH; de Mutsert, K",2021,Implications of Community-Based Management of Marine Reserves in the Philippines for Reef Fish Communities and Biodiversity,FRONTIERS IN MARINE SCIENCE,8,NA,NA,10.3389/fmars.2021.731675
KSLYRCP2,"Wakelin, SA; Forrester, ST; Condron, LM; O'Callaghan, M; Clinton, P; McDougal, RL; Davis, M; Smaill, SJ; Addison, S",2021,Protecting the unseen majority: Land cover and environmental factors linked with soil bacterial communities and functions in New Zealand,NEW ZEALAND JOURNAL OF ECOLOGY,45,1,NA,10.20417/nzjecol.45.6
9LPYXAN5,"Gonzalez, E; Salvo, A; Valladares, G",2017,Arthropod communities and biological control in soybean fields: Forest cover at landscape scale is more influential than forest proximity,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,239,NA,359-367,10.1016/j.agee.2017.02.002
CYL3VY33,"Carles, L; Wullschleger, S; Joss, A; Eggen, RIL; Schirmer, K; Schuwirth, N; Stamm, C; Tlili, A",2021,Impact of wastewater on the microbial diversity of periphyton and its tolerance to micropollutants in an engineered flow-through channel system,WATER RESEARCH,203,NA,NA,10.1016/j.watres.2021.117486
VW4JHU6F,"Li, YC; Liang, X; Tang, CX; Li, YF; Chen, ZH; Chang, SX; Guo, ZY; Shen, Y; Xu, QF",2018,Moso bamboo invasion into broadleaf forests is associated with greater abundance and activity of soil autotrophic bacteria,PLANT AND SOIL,428,1-2,163-177,10.1007/s11104-018-3648-z
BHMV6X77,"Grilli, G; Urcelay, C; Galetto, L; Davison, J; Vasar, M; Saks, U; Jairus, T; Opik, M",2015,The composition of arbuscular mycorrhizal fungal communities in the roots of a ruderal forb is not related to the forest fragmentation process,ENVIRONMENTAL MICROBIOLOGY,17,8,2709-2720,10.1111/1462-2920.12623
TNGYAJZG,"Polchaninova, N; Savchenko, G; Drogvalenko, A; Ronkin, V; Shabanov, D",2016,The impact of cattle grazing on cursorial spiders (Aranei) and true bugs (Heteroptera) in steppe gullies of northeastern Ukraine,AGRICULTURE ECOSYSTEMS & ENVIRONMENT,234,NA,65-71,10.1016/j.agee.2016.04.031
GQ388E8B,"Ramalho, SP; Almeida, M; Esquete, P; Genio, L; Ravara, A; Rodrigues, CF; Lampadariou, N; Vanreusel, A; Cunha, MR",2018,"Bottom-trawling fisheries influence on standing stocks, composition, diversity and trophic redundancy of macrofaunal assemblages from the West Iberian Margin",DEEP-SEA RESEARCH PART I-OCEANOGRAPHIC RESEARCH PAPERS,138,NA,131-145,10.1016/j.dsr.2018.06.004
VPI6MW5F,"Benavides, JC; Gutierrez, CA",2011,Effect of deforestation in palm-epiphytic bryophyte communities in a cloud forest in the northern Andes,BRYOLOGIST,114,1,155-165,10.1639/0007-2745-114.1.155
MSX3QDI2,"Deri, E; Magura, T; Horvath, R; Kisfali, M; Ruff, G; Lengyel, S; Tothmeresz, B",2011,Measuring the Short-term Success of Grassland Restoration: The Use of Habitat Affinity Indices in Ecological Restoration,RESTORATION ECOLOGY,19,4,520-528,10.1111/j.1526-100X.2009.00631.x
52JRSM98,"Kattan, A; Coker, DJ; Berumen, ML",2017,Reef fish communities in the central Red Sea show evidence of asymmetrical fishing pressure,MARINE BIODIVERSITY,47,4,1227-1238,10.1007/s12526-017-0665-8
CU52GAGF,"Khazan, ES; Bright, EG; Beyer, JE",2015,Land management impacts on tree hole invertebrate communities in a Neotropical rainforest,JOURNAL OF INSECT CONSERVATION,19,4,681-690,10.1007/s10841-015-9791-4
PHBS3268,"Berman, TS; Laviad-Shitrit, S; Lalzar, M; Halpern, M; Inbar, M",2018,Cascading effects on bacterial communities: cattle grazing causes a shift in the microbiome of a herbivorous caterpillar,ISME JOURNAL,12,8,1952-1963,10.1038/s41396-018-0102-4
WUFHRHB4,"Pathan, SI; Scibetta, S; Grassi, C; Pietramellara, G; Orlandini, S; Ceccherini, MT; Napoli, M",2020,Response of Soil Bacterial Community to Application of Organic and Inorganic Phosphate Based Fertilizers under Vicia faba L. Cultivation at Two Different Phenological Stages,SUSTAINABILITY,12,22,NA,10.3390/su12229706
LLF5V6IS,"Leppanen, JJ; Weckstrom, J; Korhola, A",2017,Paleolimnological Fingerprinting of the Impact of Acid Mine Drainage After 50 Years of Chronic Pollution in a Southern Finnish Lake,WATER AIR AND SOIL POLLUTION,228,6,NA,10.1007/s11270-017-3417-2
YPU4W8WS,"da Silva, VL; Schmitt, JL",2015,The effects of fragmentation on Araucaria forest: analysis of the fern and lycophyte communities at sites subject to different edge conditions,ACTA BOTANICA BRASILICA,29,2,223-230,10.1590/0102-33062014abb3760
ZHAH9GLP,"Staunton, J; Williams, CD; Mc Donnell, RJ; Fleming, GTA; Henry, T; Gormally, MJ",2014,Challenges in Assessing Ecological Impacts of Construction and Demolition Waste on Wetlands: A Case Study,APPLIED ECOLOGY AND ENVIRONMENTAL RESEARCH,12,2,457-479,10.15666/aeer/1202_457479
L875ZLYY,"Rodriguez-Caballero, G; Caravaca, F; Alguacil, MM; Fernandez-Lopez, M; Fernandez-Gonzalez, AJ; Roldan, A",2017,Striking alterations in the soil bacterial community structure and functioning of the biological N cycle induced by Pennisetum setaceum invasion in a semiarid environment,SOIL BIOLOGY & BIOCHEMISTRY,109,NA,176-187,10.1016/j.soilbio.2017.02.012
RM8Z8FDU,"Banville, MJ; Bateman, HL; Earl, SR; Warren, PS",2017,Decadal declines in bird abundance and diversity in urban riparian zones,LANDSCAPE AND URBAN PLANNING,159,NA,48-61,10.1016/j.landurbplan.2016.09.026
M6ICNA5R,"Wang, WJ; Yi, YJ; Yang, YF; Zhou, Y; Jia, WF; Zhang, SH; Wang, X; Yang, ZF",2019,Response mechanisms of sediment microbial communities in different habitat types in a shallow lake,ECOSPHERE,10,11,NA,10.1002/ecs2.2948
J9CA4493,"Arribas, R; Diaz-Paniagua, C; Gomez-Mestre, I",2014,Ecological consequences of amphibian larvae and their native and alien predators on the community structure of temporary ponds,FRESHWATER BIOLOGY,59,9,1996-2008,10.1111/fwb.12402
8NF8ZN7I,"Wensink, SM; Tiegs, SD",2016,Shoreline hardening alters freshwater shoreline ecosystems,FRESHWATER SCIENCE,35,3,764-777,10.1086/687279
UY8IEUZ2,"Almeida, AR; Alves, M; Domingues, I; Henriques, I",2019,The impact of antibiotic exposure in water and zebrafish gut microbiomes: A 16S rRNA gene-based metagenomic analysis,ECOTOXICOLOGY AND ENVIRONMENTAL SAFETY,186,NA,NA,10.1016/j.ecoenv.2019.109771
S2QD82PE,"Beng, KC; Corlett, RT; Tomlinson, KW",2018,Seasonal changes in the diversity and composition of the litter fauna in native forests and rubber plantations,SCIENTIFIC REPORTS,8,NA,NA,10.1038/s41598-018-28603-7
HQIVC2WV,"dos Santos, K; Kinoshita, LS; dos Santos, FAM",2007,Tree species composition and similarity in semideciduous forest fragments of southeastern Brazil,BIOLOGICAL CONSERVATION,135,2,268-277,10.1016/j.biocon.2006.10.027
XUMU6XJW,"Sun, MY; Dafforn, KA; Johnston, EL; Brown, MV",2013,Core sediment bacteria drive community response to anthropogenic contamination over multiple environmental gradients,ENVIRONMENTAL MICROBIOLOGY,15,9,2517-2531,10.1111/1462-2920.12133
MAXGJP2Z,"Gaertner, M; Richardson, DM; Privett, SDJ",2011,Effects of Alien Plants on Ecosystem Structure and Functioning and Implications for Restoration: Insights from Three Degraded Sites in South African Fynbos,ENVIRONMENTAL MANAGEMENT,48,1,57-69,10.1007/s00267-011-9675-7
UWLYQCLZ,"Guo, J; Zheng, YY; Teng, JH; Wang, XM; Song, JX",2021,Characteristics of spatial distribution for microbial ecology inside and outside source water reservoir,JOURNAL OF CLEANER PRODUCTION,311,NA,NA,10.1016/j.jclepro.2021.127697
PIHUEEXB,"Webb, EL; Lalogafu'afu'a, AI; van de Bult, M; Lee, WK; Fa'aumu, S; Izuddin, M; MacDonald, MA; Meyer, R; Oh, RRY; Tagarino, AP; Webb, RC; Miles, AC",2021,Post-agriculture rain forest succession on a tropical Pacific island,JOURNAL OF VEGETATION SCIENCE,32,4,NA,10.1111/jvs.13064
CELK6G4S,"Fiedler, AK; Landis, DA; Arduser, M",2012,Rapid Shift in Pollinator Communities Following Invasive Species Removal,RESTORATION ECOLOGY,20,5,593-602,10.1111/j.1526-100X.2011.00820.x
GKDUQ9BX,"Reed, T",2003,Macroinvertebrate assemblage change in a small eastern Oregon stream following disturbance by grazing cattle,JOURNAL OF FRESHWATER ECOLOGY,18,2,315-319,10.1080/02705060.2003.9664498
RN4B98JP,"Lukwambe, B; Yang, W; Zheng, YQ; Nicholaus, R; Zhu, JY; Zheng, ZM",2018,Bioturbation by the razor clam (Sinonovacula constricta) on the microbial community and enzymatic activities in the sediment of an ecological aquaculture wastewater treatment system,SCIENCE OF THE TOTAL ENVIRONMENT,643,NA,1098-1107,10.1016/j.scitotenv.2018.06.251
UG9FQTAA,"Lencinas, MV; Pastur, GM; Gallo, E; Cellini, JM",2011,Alternative silvicultural practices with variable retention to improve understory plant diversity conservation in southern Patagonian forests,FOREST ECOLOGY AND MANAGEMENT,262,7,1236-1250,10.1016/j.foreco.2011.06.021
7Q69NQZQ,"Newton, RJ; McLellan, SL",2015,A unique assemblage of cosmopolitan freshwater bacteria and higher community diversity differentiate an urbanized estuary from oligotrophic Lake Michigan,FRONTIERS IN MICROBIOLOGY,6,NA,NA,10.3389/fmicb.2015.01028
4DRTKRZW,"Zermeno-Hernandez, I; Benitez-Malvido, J; Suazo-Ortuno, I; Mendez-Toribio, M",2020,Impact of adjacent land use on the ecological condition of riparian habitats: The relation between condition and vegetation properties,APPLIED VEGETATION SCIENCE,23,4,610-621,10.1111/avsc.12508
72GUQ2PL,"Waye-Barker, GA; McIlwaine, P; Lozach, S; Cooper, KM",2015,The effects of marine sand and gravel extraction on the sediment composition and macrofaunal community of a commercial dredging site (15 years post-dredging),MARINE POLLUTION BULLETIN,99,1-2,207-215,10.1016/j.marpolbul.2015.07.024
EPBFQFB9,"Smith, TJ; Mayfield, MM",2015,Diptera species and functional diversity across tropical Australian countryside landscapes,BIOLOGICAL CONSERVATION,191,NA,436-443,10.1016/j.biocon.2015.07.035
J75F6F8X,"Lindsay, EA; French, K",2006,The impact of the weed Chrysanthemoides monilifera ssp rotundata on coastal leaf litter invertebrates,BIOLOGICAL INVASIONS,8,2,177-192,10.1007/s10530-004-5856-0
G9IVSN28,"Kohl, KD; Yahn, J",2016,Effects of environmental temperature on the gut microbial communities of tadpoles,ENVIRONMENTAL MICROBIOLOGY,18,5,1561-1565,10.1111/1462-2920.13255
GXP52WNF,"Luong, JC; Holl, KD; Loik, ME",2021,Leaf traits and phylogeny explain plant survival and community dynamics in response to extreme drought in a restored coastal grassland,JOURNAL OF APPLIED ECOLOGY,58,8,1670-1680,10.1111/1365-2664.13909
W93ZZI5A,"Mueller, M; Pander, J; Geist, J",2011,The effects of weirs on structural stream habitat and biological communities,JOURNAL OF APPLIED ECOLOGY,48,6,1450-1461,10.1111/j.1365-2664.2011.02035.x
GWY3RQNA,"Yu, XY; Zhu, YJ; Wang, B; Liu, D; Bai, H; Jin, L; Wang, BT; Ruan, HH; Mao, LF; Jin, FJ; Yang, N",2021,Effects of nitrogen addition on rhizospheric soil microbial communities of poplar plantations at different ages,FOREST ECOLOGY AND MANAGEMENT,494,NA,NA,10.1016/j.foreco.2021.119328
LJ9KKCQ9,"Derhe, MA; Murphy, H; Monteith, G; Menendez, R",2016,Measuring the success of reforestation for restoring biodiversity and ecosystem functioning,JOURNAL OF APPLIED ECOLOGY,53,6,1714-1724,10.1111/1365-2664.12728
XP8B8A4S,"Bedini, R; Bonechi, L; Piazzi, L",2014,Mobile epifaunal assemblages associated with Cystoseira beds: comparison between areas invaded and not invaded by Lophocladia lallemandii,SCIENTIA MARINA,78,3,425-432,10.3989/scimar.03995.28B
K7PRS245,"Wilmer, H; Augustine, DJ; Derner, JD; Fernandez-Gimenez, ME; Briske, DD; Roche, LM; Tate, KW; Miller, KE",2018,Diverse Management Strategies Produce Similar Ecological Outcomes on Ranches in Western Great Plains: Social-Ecological Assessment,RANGELAND ECOLOGY & MANAGEMENT,71,5,626-636,10.1016/j.rama.2017.08.001
X26PEXWF,"Lynggaard, C; Yu, DGW; Oliveira, G; Caldeira, CF; Ramos, SJ; Ellegaard, MR; Gilbert, MTP; Gastauer, M; Bohmann, K",2020,DNA-Based Arthropod Diversity Assessment in Amazonian Iron Mine Lands Show Ecological Succession Towards Undisturbed Reference Sites,FRONTIERS IN ECOLOGY AND EVOLUTION,8,NA,NA,10.3389/fevo.2020.590976
WD6GSGPZ,"Sun, RB; Wang, FH; Hu, CS; Liu, BB",2021,Metagenomics reveals taxon-specific responses of the nitrogen-cycling microbial community to long-term nitrogen fertilization,SOIL BIOLOGY & BIOCHEMISTRY,156,NA,NA,10.1016/j.soilbio.2021.108214
YAELLYSL,"Petty, JT; Fulton, JB; Strager, MP; Merovich, GT; Stiles, JM; Ziemkiewicz, PF",2010,Landscape indicators and thresholds of stream ecological impairment in an intensively mined Appalachian watershed,JOURNAL OF THE NORTH AMERICAN BENTHOLOGICAL SOCIETY,29,4,1292-1309,10.1899/09-149.1
LBHCEG9W,"Faruk, A; Belabut, D; Ahmad, N; Knell, RJ; Garner, TWJ",2013,Effects of Oil-Palm Plantations on Diversity of Tropical Anurans,CONSERVATION BIOLOGY,27,3,615-624,10.1111/cobi.12062
LFRKDAEG,"Hoekman, D; LeVan, KE; Ball, GE; Browne, RA; Davidson, RL; Erwin, TL; Knisley, CB; LaBonte, JR; Lundgren, J; Maddison, DR; Moore, W; Niemela, J; Ober, KA; Pearson, DL; Spence, JR; Will, K; Work, T",2017,Design for ground beetle abundance and diversity sampling within the National Ecological Observatory Network,ECOSPHERE,8,4,NA,10.1002/ecs2.1744
5LIE572W,"Yan, B; Lu, Q; He, J; Qi, Y; Fu, G; Xiao, NW; Li, JS",2021,Composition and interaction frequencies in soil bacterial communities change in association with urban park age in Beijing,PEDOBIOLOGIA,84,NA,NA,10.1016/j.pedobi.2020.150699
VP3HZHJX,"Egerton-Warburton, LM; Johnson, NC; Allen, EB",2007,Mycorrhizal community dynamics following nitrogen fertilization: A cross-site test in five grasslands,ECOLOGICAL MONOGRAPHS,77,4,527-544,10.1890/06-1772.1
NYWZZI3J,"Gonzalez, DC; Cajaiba, RL; Perico, E; da Silva, WB; Brescovite, AD; Crespi, AML; Santos, M",2021,Assessing Ecological Disturbance in Neotropical Forest Landscapes Using High-Level Diversity and High-Level Functionality: Surprising Outcomes from a Case Study with Spider Assemblages,LAND,10,7,NA,10.3390/land10070758
KLPZPX73,"Zhang, R; Xia, X; Lau, SCK; Motegi, C; Weinbauer, MG; Jiao, N",2013,Response of bacterioplankton community structure to an artificial gradient of pCO(2) in the Arctic Ocean,BIOGEOSCIENCES,10,6,3679-3689,10.5194/bg-10-3679-2013
L8MDM9L7,"Francioli, D; Schulz, E; Lentendu, G; Wubet, T; Buscot, F; Reitz, T",2016,"Mineral vs. Organic Amendments: Microbial Community Structure, Activity and Abundance of Agriculturally Relevant Microbes Are Driven by Long-Term Fertilization Strategies",FRONTIERS IN MICROBIOLOGY,7,NA,NA,10.3389/fmicb.2016.01446
TP7UFCX9,"Wyns, L; Roche, M; Barette, F; Van Lancker, V; Degrendele, K; Hostens, K; De Backer, A",2021,Near-field changes in the seabed and associated macrobenthic communities due to marine aggregate extraction on tidal sandbanks: A spatially explicit bio-physical approach considering geological context and extraction regimes,CONTINENTAL SHELF RESEARCH,229,NA,NA,10.1016/j.csr.2021.104546
B7P6Q82U,"Turunen, J; Muotka, T; Vuori, KM; Karjalainen, SM; Raapysjarvi, J; Sutela, T; Aroviita, J",2016,Disentangling the responses of boreal stream assemblages to low stressor levels of diffuse pollution and altered channel morphology,SCIENCE OF THE TOTAL ENVIRONMENT,544,NA,954-962,10.1016/j.scitotenv.2015.12.031
SPUS9D5H,"Giam, X; Hadiaty, RK; Tan, HH; Parenti, LR; Wowor, D; Sauri, S; Chong, KY; Yeo, DCJ; Wilcove, DS",2015,Mitigating the impact of oil-palm monoculture on freshwater fishes in Southeast Asia,CONSERVATION BIOLOGY,29,5,1357-1367,10.1111/cobi.12483
T3E5D3D2,"Wessen, E; Nyberg, K; Jansson, JK; Hallin, S",2010,Responses of bacterial and archaeal ammonia oxidizers to soil organic and fertilizer amendments under long-term management,APPLIED SOIL ECOLOGY,45,3,193-200,10.1016/j.apsoil.2010.04.003
XZHFKCHQ,"Remm, L; Lohmus, P; Leis, M; Lohmus, A",2013,Long-Term Impacts of Forest Ditching on Non-Aquatic Biodiversity: Conservation Perspectives for a Novel Ecosystem,PLOS ONE,8,4,NA,10.1371/journal.pone.0063086
2RNXVUE9,"Yu, SQ; Qiu, JL; Chen, XH; Luo, XF; Yang, XK; Wang, F; Xu, GL",2021,Soil Mesofauna Community Changes in Response to the Environmental Gradients of Urbanization in Guangzhou City,FRONTIERS IN ECOLOGY AND EVOLUTION,8,NA,NA,10.3389/fevo.2020.546433
826UJPBD,"Wan, BB; Mei, XM; Hu, ZK; Guo, H; Chen, XY; Griffiths, BS; Liu, MQ",2021,Moderate grazing increases the structural complexity of soil micro-food webs by promoting root quantity and quality in a Tibetan alpine meadow,APPLIED SOIL ECOLOGY,168,NA,NA,10.1016/j.apsoil.2021.104161
3PJNB2CY,"Fernandez-Gonzalez, V; Sanchez-Jerez, P",2011,Effects of sea bass and sea bream farming (Western Mediterranean Sea) on peracarid crustacean assemblages,ANIMAL BIODIVERSITY AND CONSERVATION,34,1,179-190,10.32800/abc.2011.34.0179
QICTAAT2,"Hlongwane, ZT; Mwabvu, T; Munyai, TC; Tsvuura, Z",2019,"Epigaeic ant diversity and distribution in the Sandstone Sourveld in KwaZulu-Natal, South Africa",AFRICAN JOURNAL OF ECOLOGY,57,3,382-393,10.1111/aje.12615
ATB8242X,"Bobrowiec, PED; Nobre, CC; Tavares, VD",2021,Immediate effects of an Amazonian mega hydroelectric dam on phyllostomid fruit bats,ECOLOGICAL INDICATORS,132,NA,NA,10.1016/j.ecolind.2021.108322
L3M4ZBME,"Halsband, C; Majaneva, S; Hosia, A; Emaus, PA; Gaardsted, F; Zhou, Q; Nost, OA; Renaud, PE",2018,"Jellyfish summer distribution, diversity and impact on fish farms in a Nordic fjord",MARINE ECOLOGY PROGRESS SERIES,591,NA,267-279,10.3354/meps12274
